Player,OffScore_mean,MidScore_mean,DefScore_mean,Min,90s
Gustavo Nunes,47.61904761904761,,,12,0.1
Gustavo Puerta,,,557.4603174603175,46,0.5
Gustavo Scarpa,,306.0,,181,2.0
Guus Til,175.00000000000003,,,125,1.4
Guy Ngosso,,269.5098039215686,,610,6.8
Gvidas Gineitis,193.80939403014872,264.3333333333333,,2749,30.6
Gylfi Sigurðsson,343.08975599855836,,,10189,113.1
Gōtoku Sakai,,,393.7334149020846,2289,25.4
Habib Diallo,317.8746840462081,,,10018,111.3
Habib Diarra,190.93548697069448,338.01753405704557,,6764,75.10000000000001
Habib Keita,221.05263157894734,256.90140845070425,,1291,14.399999999999999
Habib Maïga,,286.01348803347366,,7081,78.7
Hacen,0.0,,,81,0.9
Hafiz Ibrahim,155.9391710172441,,,391,4.3
Haissem Hassan,141.24794313005438,,,1071,11.9
Haitam Aleesami,,,362.6160863818387,1916,21.3
Haji Wright,333.0356283927711,,,197,2.2
Hakan Çalhanoğlu,469.69327978779637,685.2833417559293,,20982,233.0
Hakim El Mokeddem,165.53287981859413,,,25,0.3
Hakim Ziyech,387.3970858926362,,,3152,35.0
Hal Robson-Kanu,250.26190290671354,,,1388,15.399999999999999
Halid Šabanović,,,289.4409733253321,638,7.1
Halil Dervişoğlu,30.0,,,8,0.1
Hamadi Al Ghaddioui,299.9475537689823,,,544,6.0
Hamari Traoré,,,339.4436783872612,20110,223.5
Hamed Junior Traorè,333.0372382178455,439.9468791500664,193.33333333333337,11053,122.7
Hamidou Makalou,115.10372148859545,,,187,2.1
Hamza Choudhury,,285.6429052429053,462.3830409356725,2598,28.9
Hamza Igamane,754.7142857142858,,,432,4.8
Hamza Mendyl,85.06493506493507,,360.4315491457689,2931,32.6
Hamza Rafia,,330.0341512775107,,2262,25.200000000000003
Hamza Sakhi,,582.86231884058,,1658,18.4
Hamzat Ojediran,,293.91304347826093,,416,4.6
Han Kwang-song,57.814680710994075,,,277,3.1
Han-Noah Massengo,,246.3618445369828,,3557,39.5
Hannes Behrens,,,613.968253968254,29,0.3
Hannes Delcroix,,,411.5416746995694,589,6.5
Hannes Wolf,191.5232085036744,,,2192,24.3
Hannibal Mejbri,167.7202977487291,329.3333333333333,,774,8.7
Hanno Behrens,,270.5073947667804,,2639,29.3
Hans Hateboer,,,233.76093980811825,15315,170.1
Hans Nicolussi Caviglia,143.32777777777778,417.81003064021934,,4357,48.400000000000006
Hans Nunoo Sarpei,19.04761904761905,,452.276230482309,685,7.6
Haris Belkebla,,202.3362806982541,,12814,142.4
Haris Duljević,287.0558538726624,,,1293,14.399999999999999
Haris Seferović,261.5465310703406,,,887,9.9
Haris Tabakovic,481.940017276752,,,1877,20.799999999999997
Harold Moukoudi,,,429.3449454090185,4927,54.8
Harouna Djibrin,712.031746031746,,,137,1.5
Harrison Armstrong,308.14444444444445,270.3030303030303,,149,1.6
Harrison Ashby,,,670.6493506493507,7,0.1
Harrison Manzala,223.3520094135346,,,1941,21.5
Harrison Reed,166.99074074074073,332.7694801694263,,6563,72.9
Harry Amass,,,366.4107637514839,346,3.8
Harry Arter,,240.87578232438045,,2957,32.9
Harry Clarke,,,323.7697418148546,379,4.2
Harry Howell,0.0,,,7,0.1
Harry Kane,660.8211994678185,,,24276,269.6
Harry Maguire,,,411.11734583762586,19521,216.79999999999998
Harry Souttar,,,413.63408521303256,992,11.0
Harry Toffolo,,,391.7874578914214,2536,28.099999999999998
Harry Wilson,358.6759297090036,,,7024,78.0
Harry Winks,,350.0703117958302,,9619,106.9
Harvey Barnes,430.5354788229055,,,13362,148.4
Harvey Elliott,360.1277038314838,,38.095238095238095,3808,42.2
Harvey White,0.0,,,5,0.1
Hassane Kamara,,270.99999999999994,385.21021947445007,12953,143.79999999999998
Hatem Ben Arfa,263.4234033748744,,,4209,46.8
Hauke Wahl,,,361.3674478001963,4185,46.5
Helibelton Palacios,,,313.04792807874327,4589,51.1
Hendrik Weydandt,373.5873253315287,,,1723,19.1
Hendry Blank,,,406.3492063492062,45,0.5
Henning Matriciani,,,385.7876281980019,1887,21.0
Henri Bedimo,,,285.56725146198823,42,0.5
Henri Koudossou,,,387.7959960141316,748,8.3
Henri Lansbury,,249.09090909090912,,195,2.2
Henri Saivet,,,684.5679012345679,83,0.9
Henrik Meister,383.7498218796404,,,1120,12.399999999999999
Henrikh Mkhitaryan,407.9775600021963,514.294503899241,,18082,200.7
Henrique,,,288.10152827627394,2420,26.900000000000002
Henry Onyekuru,296.1366402116402,,,300,3.4000000000000004
Heorhii Tsitaishvili,247.3210178469919,,,1090,12.1
Herbert Bockhorn,,,336.8982740539291,850,9.4
Heriberto Tavares,244.2857142857143,,,43,0.5
Herman Moussaki,261.57819185645275,,,204,2.3
Hernani,,435.54624876385105,,7234,80.3
Hernán,,187.69230769230776,,351,3.9
Hernán Pérez,164.88104170961316,,,1311,14.600000000000001
Hernán Toledo,142.62816720891257,,,624,6.9
Hernâni Fortes,364.94444444444446,,,654,7.3
Hervé Bazile,199.2922803141875,,,876,9.7
Hervé Lybohy,,,324.5808905115709,1480,16.4
Hianga Mananga Mbock,290.0,180.08913031504738,,1443,16.1
Hicham Boudaoui,292.49855232216345,405.13538357856584,,10684,118.7
Hicham Mahou,140.87195767195766,,,89,1.0
Hidde ter Avest,,,285.08136604986913,2010,22.3
Hilmir Mikaelsson,0.0,,,18,0.2
Himad Abdelli,,448.9160136628491,,5922,65.8
Hiroki Ito,,,393.57004273808803,7549,84.0
Hiroki Sakai,,,360.9169511966362,8899,98.9
Hiroki Sekine,,,411.54536172080026,887,9.9
Hirving Lozano,428.1836652250014,,,6208,68.9
Hjalmar Ekdal,,,417.91874373194776,1599,17.8
Holger Badstuber,,,414.81664049473613,2695,29.900000000000002
Honest Ahanor,,,367.28592904346885,1067,11.9
Hong Hyunseok,223.93509550712943,142.875,,814,9.100000000000001
Houboulang Mendes,,,324.83690726483957,5799,64.39999999999999
Houssem Aouar,410.4383702418484,594.8893312965885,,13017,144.5
Hrvoje Smolčić,,,488.59049332733537,818,9.1
Hugo Boutsingkham,,,206.66666666666663,11,0.1
Hugo Bueno,,,340.99274056013587,3214,35.7
Hugo Duro,244.5255758333225,,17.316017316017316,10325,114.7
Hugo Ekitike,407.70409397503755,,,6936,77.1
Hugo González,427.2444444444444,,,87,1.0
Hugo Guillamón,,295.72393715881253,372.4446808781173,8155,90.5
Hugo Larsson,,359.2578281145902,,4989,55.5
Hugo Magnetti,,279.2180590654117,,9950,110.60000000000001
Hugo Mallo,,,369.641544847143,14647,162.7
Hugo Novoa,534.1444444444444,,246.71244544928751,557,6.1
Hugo Rincón,,,291.48202550218235,848,9.4
Hugo Siquet,,,328.57142857142856,39,0.4
Hugo Solozabal,,93.33333333333331,,11,0.1
Hugo Sotelo,,428.808603117506,,2763,30.700000000000003
Hugo Álvarez,290.3983237618719,,,2755,30.700000000000003
Hwang Hee-chan,247.52749247589423,,,7117,79.0
Hwang Ui-jo,331.41789051346865,,,6644,73.8
Hákon Arnar Haraldsson,335.78641668365975,,,4235,47.1
Håvard Nielsen,162.37733918128654,,,1367,15.2
Håvard Nordtveit,,220.1282051282051,451.596093300118,3506,39.0
Héctor Bellerín,,,294.8559302582937,13325,148.0
Héctor Fort,,,272.6400488338667,1230,13.6
Héctor Hernández,,,399.5382395382395,16,0.2
Héctor Herrera,,432.4460818713451,,2664,29.6
Héctor Moreno,,,315.4289714546752,2883,32.1
Hélder Costa,231.31760024230812,88.0,,3637,40.3
Iago,,,353.062864427368,7630,84.8
Iago Aspas,537.466249394836,,,22447,249.4
Iago Falque,415.8207711251471,,,5412,60.1
Iago Parente,,,130.15873015873015,71,0.8
Ian Maatsen,195.18559597752144,,348.84315365084217,3310,36.8
Ian Poveda,199.35522567101515,,,355,3.9
Ianis Hagi,367.0398519707507,,,804,8.9
Ibai Gómez,262.53776040656186,,,5467,60.7
Ibou Sané,373.45996213300134,,,586,6.5
Ibrahim Afellay,,113.33333333333334,,166,1.8
Ibrahim Alani,,,496.4626945786366,160,1.8
Ibrahim Amadou,,163.22002506614677,432.6491893608233,7436,82.6
Ibrahim Cissoko,523.6358584586098,,,241,2.7
Ibrahim Cissé,,,279.31972789115645,110,1.2999999999999998
Ibrahim Diakité,,,434.15964152806265,240,2.7
Ibrahim Karamoko,157.85873015873017,,,65,0.7
Ibrahim Maza,362.3249791144528,,259.4444444444444,755,8.4
Ibrahim Mbaye,389.3979293471774,,,998,11.1
Ibrahim Osman,296.51887508626635,,,625,6.9
Ibrahim Salah,296.51293429249097,,,1144,12.7
Ibrahim Sangaré,,407.0308568431495,447.8122243226214,8720,96.9
Ibrahim Sissoko,356.31630161221995,,,819,9.1
Ibrahim Sulemana,,201.23894060763516,421.412372517445,2318,25.7
Ibrahima Baldé,63.4920634920635,,,58,0.6
Ibrahima Cissé,,,389.8888888888889,88,1.0
Ibrahima Diallo,,287.97511385201926,,4863,54.0
Ibrahima Kebe,,,840.0000000000001,9,0.1
Ibrahima Konaté,,,395.1086055526999,13385,148.5
Ibrahima Koné,231.2575422379733,,,2618,29.1
Ibrahima Mbaye,,,339.2969228602325,5813,64.6
Ibrahima Niane,311.4491536798248,,,6124,68.1
Ibrahima Sissoko,,341.6674080429561,,14709,163.5
Ibrahima Traoré,279.069196916223,,,1003,11.1
Ibrahima Wadji,117.13771149485436,,,347,3.9
Iddrisu Baba,,166.5561332113117,305.3011099757533,7972,88.6
Idriss Saadi,196.72938455991326,,,1076,12.0
Idrissa Doumbia,,177.4712643678161,,779,8.7
Idrissa Gana Gueye,,337.7149562604708,,19022,211.4
Idrissa Guèye,26.65652557319224,,,210,2.4
Idrissa Touré,,,285.7567792355983,1475,16.4
Ifechukwu Ogbus,,,728.6002886002885,19,0.2
Iglesias,,,379.8395242645494,9274,103.0
Ignace Van Der Brempt,,,344.4247172553231,1561,17.4
Ignacio Camacho,,246.66666666666669,638.3638683802753,1491,16.6
Ignacio Miramon,,245.00000000000003,,39,0.4
Ignacio Pussetto,252.64625515357986,,,4703,52.3
Ignasi Miquel,,,395.00314172431075,5081,56.400000000000006
Ignatius Ganago,297.1390408011433,,,6676,74.3
Ignazio Abate,,,366.3779923332253,2359,26.2
Igor,,,382.8924460210505,10118,112.6
Igor Carioca,,,319.44019519483527,2971,33.0
Igor Jesus,183.25075585789872,,,1148,12.8
Igor Lewczuk,,,332.64064180240337,886,9.9
Igor Matanovic,457.73150847640653,,,597,6.7
Igor Miladinović,22.675736961451246,,,26,0.3
Igor Paixão,332.90589569160994,,,898,10.0
Igor Zubeldia,,242.04980458293178,358.2343437542314,18967,210.7
Ihlas Bebou,322.0225293155238,,,12772,141.79999999999998
Ihsan Sacko,130.28963133146968,,,1553,17.3
Ike Ugbo,294.0584129274605,,,1709,18.9
Iker Almena,373.90136054421777,,,48,0.5
Iker Benito,123.35435199720915,,239.61472308221536,481,5.4
Iker Bravo,191.63929117710313,,,900,10.0
Iker Córdoba,,,225.3968253968254,15,0.2
Iker Losada,385.3487910955173,,,919,10.2
Iker Muniain,395.03829804061905,,,12556,139.6
Iker Muñoz,,256.98561395536393,269.48930296756384,2997,33.300000000000004
Ilaix Moriba,339.6755778334726,332.2024507517355,,6380,70.9
Ilan Kebbal,389.4874077571503,,,3176,35.3
Ilario Monterisi,,,370.82768270369166,1469,16.3
Ilhan Fakili,192.2222222222222,,,94,1.0
Ilia Gruev,,256.17213804713805,,2236,24.8
Ilias Akhomach,280.2939963286902,,,2407,26.8
Ilija Nestorovski,357.2120575529093,,,2778,30.9
Iliman Ndiaye,223.11462893633714,,,5401,60.0
Illia Zabarnyi,,,394.1480528116683,7910,87.8
Ilyas Ansah,327.6204173067076,,,1116,12.4
Ilyas Chaira,223.110158072891,,,1036,11.5
Ilyes Cheti,,,500.8521303258145,207,2.3
Ilyes Housni,53.31083202511774,,,241,2.7
Imad Faraj,430.9607142857143,,,162,1.8
Imanol,,,301.2796358712874,525,5.8
Imanol Agirretxe,150.7066980638409,,,232,2.6
Imanol Sarriegi,,114.66666666666669,,41,0.5
Immanuel Pherai,137.77777777777777,,,29,0.3
Imoh Ezekiel,156.2803418803419,,,469,5.2
Imran Louza,,433.9586624001865,,6755,75.0
Indiana Vassilev,12.57142857142857,,,51,0.6
Iron Gomis,265.51203703703703,,,134,1.5
Irvin Cardona,297.1081742779127,,,7087,78.60000000000001
Isaac Carcelen,,,377.90889627185607,8935,99.3
Isaac Cofie,,171.01010101010104,,591,6.6
Isaac Hayden,,281.2819382301872,381.0671541106324,8400,93.4
Isaac Kiese Thelin,84.18367346938776,,,180,2.0
Isaac Lihadji,402.8343199360743,,,459,5.1
Isaac Mbenza,252.13345988964215,,,3166,35.2
Isaac Palazón Camacho,301.4967147793933,,,11554,128.3
Isaac Price,155.0,426.6666666666667,,47,0.6000000000000001
Isaac Romero,350.7675353555271,,,4003,44.5
Isaac Schmidt,,,381.40479403637295,238,2.6
Isaac Success,268.7023221008057,,,5220,58.099999999999994
Isak Hansen-Aarøen,270.925925925926,,,27,0.3
Isak Hien,,,392.36390435998936,8119,90.3
Isak Jansson,303.1057692307693,,,472,5.2
Isco,483.84178564637426,,,10089,112.0
Ishak Belfodil,341.525955125058,,,5714,63.5
Islam Slimani,371.8714276053015,,,3824,42.6
Isma Ruiz,,128.5437788018433,,350,3.8
Ismael,,82.22222222222223,,83,0.9
Ismael Aaneba,,,555.0550288765392,215,2.4
Ismael Bekhoucha,,,449.8028011044928,191,2.2
Ismael Diallo,,,340.4991818388948,2176,24.2
Ismael Konate,316.5957613814757,,,116,1.3
Ismail Jakobs,157.0357441088427,,298.37337419280755,7366,81.9
Ismaila Sarr,338.8621258513622,,,13701,152.2
Ismaily,,,357.2692507235385,5148,57.2
Ismaël Bennacer,,469.92040040771553,,12401,137.7
Ismaël Boura,,,458.2265545286141,1012,11.299999999999999
Ismaël Diomandé,,,320.95452883160834,2005,22.3
Ismaël Doukouré,,199.13043478260872,279.6233824878283,7619,84.6
Ismaël Gharbi,180.07824074074074,,,150,1.6
Ismaël Guerti,,226.66666666666669,,27,0.3
Ismaël Koné,,397.6038082873526,,2255,25.0
Ismaël Traoré,,,348.31386110922887,15971,177.5
Ismaëlo Ganiou,,,393.66231671131845,522,5.8
Israel Domínguez,0.0,,,18,0.2
Issa Bah,47.61904761904761,,,9,0.1
Issa Cissokho,,,420.5862723106107,1630,18.1
Issa Diop,,,413.83564684111326,16328,181.4
Issa Doumbia,,164.8846153846154,,939,10.4
Issa Kaboré,,,311.05937436215703,5319,59.0
Issa Soumaré,263.1537679221511,,,3669,40.7
Issiaga Camara,,313.33333333333337,,20,0.2
Issiaga Sylla,,,391.1009319350966,12520,139.1
Issouf Sissokho,,327.7314814814815,,514,5.7
Iuri Medeiros,271.8126270852629,,,747,8.299999999999999
Ivan Cavaleiro,300.4600477774027,,,3935,43.8
Ivan Ilić,,417.8744076571819,,9800,109.0
Ivan Jaime Pajuelo,201.48409090909092,,,297,3.3
Ivan Nekić,,,524.8036758563074,71,0.8
Ivan Ordets,,,465.0694245396165,6190,68.8
Ivan Perišić,414.68618182015865,,293.3146990676084,14047,155.9
Ivan Prtajin,139.3892668178383,,,161,1.8
Ivan Radovanović,,258.3576796191479,345.96621810163134,11398,126.7
Ivan Rakitić,,511.9930065187564,,14695,163.3
Ivan Santini,347.86569456980925,,,2777,30.9
Ivan Smolčić,,,400.72935539052446,1469,16.3
Ivan Strinić,,,427.7287944080825,1251,13.9
Ivan Toney,409.92073553711293,,,7310,81.19999999999999
Ivan Šaponjić,248.20967146548543,,0.0,394,4.3999999999999995
Ivan Šunjić,,165.0909090909091,,993,11.0
Ivane Chegra,,231.11111111111111,,193,2.1
Iver Fossum,,389.448275862069,,1761,19.6
Ivi,260.21186426951726,,,1782,19.8
Ivo Iličević,,208.33333333333331,,39,0.4
Iván Alejo,206.79248258311756,,,6143,68.2
Iván Balliu,,,280.16532139525066,12658,140.6
Iván Fresneda,,,383.4483115004005,1743,19.4
Iván López,,,437.12614870509606,173,1.9
Iván Marcano,,,500.5023670286828,810,9.0
Iván Marcone,,,359.4481580071642,3454,38.4
Iván Martín,72.9925925925926,408.135418496717,,7898,87.7
Iván Ramis,,,301.1346192599988,3436,38.2
Iván Rodríguez,,,669.8412698412698,20,0.2
Iván Romero,149.82346918779268,,,1327,14.7
Iván Sánchez,249.78807743182747,,,2558,28.4
Izet Hajrović,220.9755291005291,,,189,2.1
Izzy Brown,155.0964285714286,,,311,3.5
Iñaki González,,,256.66666666666663,5,0.1
Iñaki Williams,329.6820068837326,,,23165,257.5
Iñigo Arguibide,,,243.299460773145,196,2.2
Iñigo Córdoba,142.2290336687607,,,4533,50.4
Iñigo Lekue,136.06955535837525,,334.09546856874243,9964,110.69999999999999
Iñigo Martínez,,,366.21343988006134,18351,203.9
Iñigo Pérez,307.0574561403509,361.6388888888889,,2767,30.8
Iñigo Ruiz de Galarreta,,384.6388594919873,,8487,94.2
Iñigo Vicente,207.1428571428571,,,52,0.6
Jacek Góralski,,,489.65277777777777,146,1.6
Jack Clarke,249.79617801318992,,,1181,13.1
Jack Colback,,,310.6807202459376,497,5.5
Jack Cork,,228.7486375445554,,12392,137.7
Jack Fletcher,,355.55555555555554,,108,1.2
Jack Grealish,389.6075091776948,,,12654,140.6
Jack Harrison,260.01720280083396,,,12753,141.70000000000002
Jack Hendry,,,251.4508493455862,220,2.4
Jack Hinshelwood,,375.45799457994576,268.7598721890638,3306,36.8
Jack Lahne,619.0476190476192,,,9,0.1
Jack O'Connell,,,369.58167022494507,3096,34.4
Jack Robinson,,,395.1016597056376,4266,47.4
Jack Rodwell,,,170.0,16,0.2
Jack Simpson,,,370.114262461241,715,8.0
Jack Stacey,,,371.04940796050175,1848,20.5
Jack Stephens,,,464.7283545000774,11087,123.1
Jack Taylor,,265.34722222222223,,860,9.6
Jack Wilshere,,446.91881218197017,,1800,20.1
Jackson Irvine,,370.6727011494253,,3045,33.8
Jackson Porozo,,,443.0007004042091,1617,18.0
Jackson Tchatchoua,,,263.21969884078453,6002,66.7
Jacob Barrett Laursen,,,355.70879316154105,2740,30.400000000000002
Jacob Brown,234.76265978367744,,,1019,11.3
Jacob Bruun Larsen,289.1850572670942,,314.45887445887445,5991,66.6
Jacob Christensen,,,519.074074074074,219,2.4
Jacob Greaves,,,434.98978739365407,2205,24.5
Jacob Murphy,309.80034146755855,,299.7353756062683,10359,115.2
Jacob Ondrejka,315.3467003951806,,,821,9.100000000000001
Jacob Ramsey,211.4349171157906,388.588807785888,,8716,96.9
Jacob Rasmussen,,,431.0498961267476,1016,11.3
Jacobo,,,303.41510341510343,83,0.9
Jacobo Ramón,,,385.12381436683495,1551,17.3
Jacopo Bacci,,106.66666666666669,,31,0.3
Jacopo Dezi,195.7539682539683,167.33333333333337,,185,2.1
Jacopo Fazzini,230.25204070814024,274.60869565217394,,3825,42.6
Jacopo Petriccione,,406.044606521854,,3096,34.4
Jacopo Sala,,268.6462585034013,332.28134919365016,4730,52.6
Jacopo Segre,,178.0952380952381,60.95238095238095,212,2.3000000000000003
Jacques Ekomie,,,388.86874834193236,1805,20.0
Jacques Siwe,88.7218045112782,,,169,1.9
Jaden Philogene Bidace,145.51371176079172,,,811,9.1
Jadon Sancho,405.8786515297709,,,14187,157.6
Jagoš Vuković,,,424.456637088216,1333,14.8
Jahmai Simpson-Pusey,,,268.1479456216298,186,2.1
Jaidon Anthony,218.93992374727668,,,2665,29.7
Jailson Siqueira,,,417.6532704309794,1511,16.8
Jaime Báez,227.97646042543997,,192.7849927849928,596,6.699999999999999
Jaime Mata,277.05258388939563,,,10768,119.7
Jaime Seoane,,311.7559437166424,,2390,26.5
Jaime Sierra Mateos,0.0,,,28,0.3
Jair Cunha,,,526.0059239006607,90,1.0
Jairo Izquierdo,27.77777777777778,225.97183098591552,,1301,14.5
Jairo Samperio,117.85288201302025,,,592,6.6000000000000005
Jaka Bijol,,,424.0082098872664,8757,97.3
Jake Evans,0.0,,,24,0.3
Jake Livermore,,226.3702727760699,,3916,43.5
Jake O'Brien,,,304.420816938927,5700,63.400000000000006
Jake Vokins,,,101.7992166563595,156,1.7
Jakob Johansson,,256.0337552742616,,712,7.9
Jakob Sørensen,,,437.0142043406158,604,6.7
Jakov Medić,,,456.72188643211706,1603,17.8
Jakub Błaszczykowski,88.16439257695414,,,533,5.8999999999999995
Jakub Iskra,,,219.1775735635385,78,0.9
Jakub Jankto,257.5321480269646,,203.12936186620396,9580,106.5
Jakub Kamiński,287.75029789189944,,269.3100717160868,5096,56.699999999999996
Jakub Kiwior,,,380.3254935485067,5902,65.5
Jakub Moder,207.33195599227344,481.30434782608694,256.4388243335611,2977,33.1
Jakub Piotrowski,,360.7905604719764,,1020,11.3
Jamaal Lascelles,,,382.5684725313362,12751,141.7
Jamal Lewis,,,261.06502813617885,4414,49.0
Jamal Lowe,,233.33333333333337,,12,0.1
Jamal Musiala,577.6311962506554,,,8097,90.0
Jamaldeen Jimoh,,100.0,,9,0.1
James Abankwah,,,492.9494298516855,151,1.7
James Bree,,,300.1178002612723,1442,16.0
James Collins,,,461.45963198594774,1050,11.7
James Garner,,316.81271078403654,,7294,81.0
James Hill,,,562.0955583402952,1100,12.2
James Justin,,,390.2518409135241,8681,96.5
James Lea Siliki,255.5390989729225,326.034312955105,,4372,48.6
James Maddison,507.3409630590517,,,16437,182.7
James McArthur,,401.9875642567216,544.0740740740741,11538,128.2
James McCarthy,,183.73930630324492,,2721,30.299999999999997
James McClean,165.08247863247863,,,1406,15.6
James Mcatee,303.0572786701988,,,2366,26.2
James Milner,185.45380116959063,566.6857027187601,312.17967399117947,8587,95.39999999999999
James Morrison,421.87403381642525,,,207,2.3
James Rodríguez,510.4484432084215,,,5082,56.5
James Sands,,185.55503875968992,,1612,17.9
James Tarkowski,,,481.9396106798615,27293,303.3
James Tomkins,,,401.4032242641444,7977,88.6
James Ward-Prowse,294.77633326583816,523.2361923936093,,21940,243.7
Jamie Gittens,338.51187230157,,,3954,43.9
Jamie Leweling,339.07541185939476,,,6524,72.5
Jamie Murphy,89.02573099415206,,,168,1.9
Jamie Shackleton,,194.6666666666667,366.12205619534063,1170,13.0
Jamie Vardy,426.8172764310544,,,19608,218.0
Jamil Siebert,,,407.41406946393096,168,1.9
Jamilu Collins,,,482.54600465126776,2668,29.6
Jan Bednarek,,,514.1927194652462,15666,174.0
Jan Bürger,,,565.4641654641655,55,0.6
Jan Luca Rumpf,,,193.52380952380952,90,1.0
Jan Luca Schuler,0.0,,,40,0.4
Jan Morávek,,328.5941207639321,,2671,29.700000000000003
Jan Paul van Hecke,,,449.26184801193307,7422,82.5
Jan Repas,124.2222222222222,,,902,10.0
Jan Salas,,244.00000000000003,235.55555555555557,60,0.7
Jan Schöppner,,328.1269666629992,376.0856508682596,5776,64.2
